smiles,logp,reward,episode
CN(C)C(=O)c1ccc(C[NH+](Cc2ccc3c(c2)OCO3)C2CCC(I)(C(I)(I)I)C(I)(I)C2(I)I)[nH]1,7.457900000000005,8.148040845070428,3170
CCc1ccc(C(Br)(Br)C(Br)(Br)Br)cc1[C@H](NC)C(F)(F)C(F)F,7.191000000000003,7.8576666666666695,4060
Cc1ccc(-c2cc(C(=O)Nc3nnc(SCC(Br)(Br)C(Br)(Br)Br)s3)no2)cc1,7.1705200000000024,7.802098947368425,2133
O=C(Cc1nc(-c2cccc(Br)c2)cs1)Nc1ccc(C(Br)(Br)Br)cc1,7.048800000000003,7.654569230769234,4913
Cc1ccnc(Cl)c1OCc1csc(-c2cccc(OC(Br)(Br)I)c2)n1,6.960820000000002,7.576891428571431,4894
Cc1ccccc1C(=O)NCc1cc2c(cc1OC(Br)(I)C(Br)(Br)Br)C[C@H](C)O2,6.949420000000004,7.566086666666671,4597
CCN(C(Br)(Br)C(Br)(Br)Br)S(=O)(=O)c1ccc2c(c1)CCN2Cc1nc(-c2ccc(C)cc2)no1,6.900420000000005,7.508112307692312,3876
CC(C)n1ncc2cc(CN3CCSC[C@H]3c3ccc(C(Br)(Br)Br)o3)c(Cl)nc21,6.843700000000005,7.443700000000004,3664
Cc1c(C(=O)Nc2ccccc2OC(Br)(Br)I)sc(NC(=O)c2ccc(F)cc2)c1C#N,6.786800000000002,7.396969491525426,3627
BrC(Br)(Br)c1ccc(-c2noc(CSc3nc(C4CC4)n(-c4ccccc4)n3)n2)cc1,6.782000000000004,7.385448275862073,2481
CC(C)SC1=NSC2=NC(=O)/C(=C\c3ccc(-c4ccc(OC(Br)(Br)I)cc4[N+](=O)[O-])o3)C(=N)N21,6.787970000000003,7.3723855844155874,4072
CN(CC[C@@H]1CCCCO1)C(=O)c1ccc2nc(-c3cccc(OC(Br)(Br)Br)c3)oc2c1,6.7008000000000045,7.281682352941181,2785
O=C(COc1ccccc1-c1nc(-c2cccc(C(Br)(Br)I)c2)no1)Nc1ccc([N+](=O)[O-])cc1,6.664400000000002,7.280342028985509,3596
Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccc(OC(I)(I)I)cc3)ncnc21,6.684520000000003,7.277740338983054,4473
Cc1cc(O[C@H](C)C(=O)NCc2ccc(N3CCCC3)cc2)cc(C(Br)(Br)I)c1Cl,6.667420000000005,7.263911228070181,4804
