iteration,best_logp,avg_logp,num_valid
1,4.837780000000003,3.1006566666666684,15
2,5.979200000000004,2.567800588235296,34
3,4.811900000000004,2.3483358974358985,39
4,5.331600000000004,2.805045555555557,36
5,5.364900000000005,3.0310473170731727,41
6,4.960920000000003,2.7595492682926848,41
7,5.287500000000005,2.5318273333333345,45
8,5.364900000000005,2.661211794871795,39
9,5.047000000000002,2.93919069767442,43
10,5.338100000000004,3.1363122727272743,44
11,5.914500000000003,2.6704924444444456,45
12,4.980800000000003,2.8758300000000014,46
13,5.078120000000004,2.879126400000002,50
14,5.927720000000004,3.025669787234043,47
15,5.303100000000002,2.649531400000001,50
16,5.195500000000004,2.8089512000000014,50
17,5.364900000000005,2.965734166666668,48
18,5.070720000000005,3.1015375510204097,49
19,6.684400000000003,3.0899676595744703,47
20,4.977600000000003,2.9065515555555566,45
21,5.803100000000003,3.0923276000000017,50
22,5.986500000000004,3.433455208333335,48
23,7.305120000000004,3.2075316326530623,49
24,5.070720000000003,2.9093310638297893,47
25,6.120720000000005,3.4740539130434795,46
26,6.564220000000002,3.5475622916666687,48
27,5.8416200000000025,3.4906946808510653,47
28,5.107300000000005,3.087527446808513,47
29,6.109540000000004,3.116776956521741,46
30,6.3087000000000035,3.0474756000000007,50
31,5.464800000000002,3.3065289795918393,49
32,6.585400000000007,3.026800833333335,48
33,5.907900000000004,3.2933033333333355,48
34,7.0042000000000035,3.449163750000002,48
35,6.684400000000003,3.3642987755102056,49
36,6.268600000000003,3.5263197826086983,46
37,5.807120000000005,3.227815800000002,50
38,6.640900000000004,3.361442448979594,49
39,6.064200000000002,3.5067063829787264,47
40,6.198120000000002,3.6360706122449002,49
41,6.393420000000005,3.3054508163265326,49
42,5.767700000000004,3.127640212765959,47
43,6.911400000000004,3.4944672916666684,48
44,6.128000000000003,3.272632600000002,50
45,5.928220000000004,3.331202978723406,47
46,6.228500000000004,3.7315863829787244,47
47,6.382400000000004,3.1589791666666684,48
48,5.690840000000002,3.330013191489364,47
49,6.960820000000002,3.8697525000000024,48
50,7.385320000000004,3.7189640000000024,50
51,6.920720000000002,3.626955833333335,48
52,5.470100000000006,3.6588060416666686,48
53,7.267800000000004,3.643090416666668,48
54,6.472400000000004,3.838074000000002,50
55,6.382400000000004,3.6901704347826105,46
56,6.288200000000004,3.861252244897962,49
57,6.047800000000002,3.61833021276596,47
58,6.450340000000002,3.471126595744683,47
59,6.643540000000002,3.6100228571428588,49
60,5.9410200000000035,3.833409375000002,48
61,6.832620000000003,4.060913600000003,50
62,6.542200000000003,3.7855932000000023,50
63,6.087900000000003,3.520489166666669,48
64,5.862000000000003,3.5647714893617053,47
65,7.251400000000004,3.8390148936170236,47
66,6.394720000000004,3.5977502173913054,46
67,5.907900000000004,3.518933400000002,50
68,6.6656000000000075,3.703609200000002,50
69,6.309700000000002,3.704443404255322,47
70,6.339020000000003,3.5585204081632673,49
71,6.611920000000002,3.9377158000000025,50
72,5.7630000000000035,3.9243791666666685,48
73,6.473620000000005,3.6371241666666685,48
74,6.161400000000003,3.7713110869565236,46
75,7.3316000000000034,3.8975473913043497,46
76,6.918900000000004,3.7666885714285736,49
77,6.154720000000002,3.855948775510206,49
78,6.474920000000004,3.6264180000000024,50
79,6.832620000000003,3.6991879166666686,48
80,5.796800000000005,3.2531388000000017,50
81,6.627300000000004,3.7835008510638324,47
82,6.056620000000003,3.526877446808513,47
83,6.422500000000004,3.621254081632655,49
84,6.4623200000000045,3.8334187755102067,49
85,6.582520000000004,4.056356595744684,47
86,5.668540000000004,3.5380112244897983,49
87,6.740900000000004,3.5505500000000025,48
88,5.967820000000004,3.898591428571431,49
89,6.472400000000004,3.8241355102040835,49
90,5.818240000000005,3.974174255319151,47
91,6.091700000000002,3.6814110204081656,49
92,6.288200000000004,3.959593800000003,50
93,5.993940000000004,3.6895566666666686,48
94,5.776220000000003,3.604771489361704,47
95,6.474420000000004,4.010480408163268,49
96,6.627300000000004,3.9142004081632673,49
97,6.157800000000004,3.790655416666669,48
98,5.928220000000004,3.6194961224489814,49
99,6.422500000000004,3.796699600000002,50
100,7.187600000000003,3.466700204081634,49
