iteration,best_logp,avg_logp,num_valid
1,4.869220000000004,1.938948571428573,7
2,4.655100000000004,2.357348620689657,29
3,4.383580000000004,2.6082664705882364,34
4,4.369800000000004,2.3235988372093033,43
5,5.381900000000004,2.7661173170731725,41
6,5.227220000000005,2.8285457142857164,42
7,5.609000000000004,2.9236478048780503,41
8,4.630920000000002,2.7967127272727286,44
9,5.049700000000004,2.6893083333333347,48
10,4.997100000000004,2.863910000000001,48
11,5.498100000000004,2.955202553191491,47
12,6.368300000000005,2.8314370212765976,47
13,4.666420000000003,2.5377141304347837,46
14,6.018100000000005,3.0390772727272743,44
15,4.567120000000003,2.3797010416666677,48
16,6.235700000000005,2.7959270212765968,47
17,5.609000000000004,2.6936347916666676,48
18,5.609000000000004,3.109806122448981,49
19,4.447740000000004,2.668049361702129,47
20,5.1430000000000025,2.7769425531914913,47
21,5.653020000000002,3.135549583333335,48
22,5.088120000000003,3.2060460416666685,48
23,5.434800000000003,3.0196320000000014,50
24,5.761020000000005,2.979446808510639,47
25,5.338100000000004,2.862451020408164,49
26,5.833300000000005,3.1124046000000023,50
27,5.879900000000006,3.174663265306124,49
28,4.997100000000004,2.989489200000001,50
29,5.692300000000004,3.305498367346941,49
30,4.811900000000004,3.059961458333335,48
31,5.3811000000000035,3.118095416666668,48
32,4.548220000000003,2.8625152000000016,50
33,5.2737000000000025,3.2266216000000014,50
34,6.545300000000007,3.1835436734693894,49
35,5.166140000000003,3.114952173913044,46
36,5.138920000000004,3.060797608695654,46
37,6.032700000000003,3.4039000000000015,47
38,5.761020000000005,3.2160826530612256,49
39,5.434800000000003,3.314127142857145,49
40,6.149640000000004,3.6796468000000018,50
41,6.074800000000002,3.668901666666669,48
42,5.304270000000004,2.9332572916666684,48
43,7.1705200000000024,3.3423126530612257,49
44,5.539920000000005,3.166912291666668,48
45,5.460400000000005,3.168983400000002,50
46,5.749220000000005,3.1317145833333346,48
47,6.245300000000006,3.1997616666666686,48
48,5.876600000000003,3.203586739130436,46
49,6.089000000000003,3.6759359183673483,49
50,6.782000000000004,3.30819448979592,49
51,5.043720000000005,3.369696122448982,49
52,5.430000000000006,3.256448297872342,47
53,6.111100000000005,3.7621806250000027,48
54,6.408120000000003,3.704125957446811,47
55,5.709520000000005,3.9170648979591856,49
56,6.7008000000000045,3.9647269387755126,49
57,6.187400000000005,3.2895258333333346,48
58,6.6243000000000025,3.8617542857142877,49
59,6.018100000000005,3.5279032653061253,49
60,5.325900000000003,3.2252472340425546,47
61,6.0077000000000025,3.341992000000002,50
62,6.275400000000004,3.399733469387756,49
63,5.8472200000000045,3.3484112765957468,47
64,7.457900000000005,3.461131800000002,50
65,5.171380000000003,3.3385983673469397,49
66,5.971400000000002,3.6306368000000027,50
67,6.074520000000002,3.5911414000000024,50
68,5.381900000000004,3.5452974000000017,50
69,5.911300000000003,3.3323512000000015,50
70,5.8712000000000035,3.4462384000000013,50
71,5.540300000000002,3.7836986666666683,45
72,6.664400000000002,3.539116250000003,48
73,6.786800000000002,3.7006068000000027,50
74,6.843700000000005,3.6876206521739148,46
75,6.611920000000002,3.719383125000002,48
76,6.580000000000002,3.7020158333333355,48
77,5.911300000000003,3.664220638297874,47
78,6.900420000000005,3.1195460416666685,48
79,5.552200000000004,3.453204000000002,50
80,6.630700000000002,4.122772040816328,49
81,6.611920000000002,3.718166170212768,47
82,7.191000000000003,4.173280816326534,49
83,6.545300000000007,4.068557000000002,50
84,5.690400000000003,3.8572900000000025,48
85,6.843700000000005,3.723158775510206,49
86,6.787970000000003,3.8998627659574487,47
87,6.200300000000003,3.67877755102041,49
88,5.833300000000005,3.588196800000002,50
89,6.116440000000005,4.044841200000002,50
90,6.684520000000003,3.612108750000002,48
91,5.775040000000003,3.840005000000002,48
92,6.949420000000004,3.6471420408163286,49
93,5.561200000000003,3.532233200000003,50
94,6.201500000000003,3.6117864000000015,50
95,6.611920000000002,4.037301041666669,48
96,6.110020000000003,3.6610493877551047,49
97,6.667420000000005,3.858181875000002,48
98,6.960820000000002,3.9306551063829804,47
99,7.048800000000003,4.327323829787237,47
100,6.521100000000003,4.11219673469388,49
