smiles,logp,reward,episode
CSc1ccc(CN2C(=O)C(O)=C(c3ccc(OC(I)(I)I)cc3)[C@H]2c2ccccc2F)cc1,7.895500000000004,8.48716666666667,4837
CSc1ccc(CN2C(=O)C(O)=C(c3ccc(OC(Br)(I)I)cc3)[C@H]2c2ccccc2F)cc1,7.855400000000004,8.460238709677423,2718
CSc1ccc(CN2C(=O)C(O)=C(c3ccc(OC(Cl)(Br)I)cc3)[C@H]2c2ccccc2F)cc1,7.659200000000004,8.270311111111114,3205
COc1cc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)ccc1OC(I)(I)I,7.4254200000000035,7.99063739130435,3020
CC(c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl)C(Br)(I)I,7.291500000000004,7.904707547169814,3268
CC(c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl)C(Br)(Br)I,7.251400000000004,7.864607547169815,4512
CS(=O)(=O)C(C(Br)(Br)I)(C(Br)(Br)I)C(Br)(Br)Nc1c(N)ccc(F)c1F,6.943100000000001,7.687780851063831,4157
O=C(COc1cc2c(c(C(Br)(Br)I)c1)C(=O)/C(=C/c1cccc(F)c1)O2)c1ccccc1,7.038700000000004,7.663700000000004,2160
Cc1cc2cc(C(I)C(Br)(I)I)ccc2nc1SCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,6.919120000000005,7.575836417910453,2529
C[C@@H](N[C@@H](CCOC(I)(I)I)c1ccc(Cl)cc1)c1nc2ccccc2n1C,6.941600000000004,7.550690909090913,3041
Cc1ccc(OC(I)(I)I)c2nc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)sc12,6.952920000000002,7.548158095238097,1792
CN(Cc1ccc(Cl)s1)C(=O)c1ccc(OCc2cscn2)c(OC(Br)(Br)I)c1,6.924100000000003,7.527274603174606,4591
CC(C)[C@H](NC(=O)c1ccccc1C(I)(I)I)C(=O)N1CCC(c2nc3ccccc3s2)CC1,6.872200000000006,7.483311111111116,1550
Cc1c(C(=O)Nc2ccccc2OC(I)(I)I)sc(NC(=O)c2ccc(F)cc2)c1C#N,6.867000000000002,7.47044827586207,4213
Cc1c(C(=O)Nc2ccccc2OC(Br)(I)I)sc(NC(=O)c2ccc(F)cc2)c1C#N,6.826900000000002,7.437069491525426,3096
