smiles,logp,reward,episode
COc1cc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)ccc1OC(Br)(I)I,7.385320000000004,7.950537391304351,2478
CC(c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl)C(I)(I)I,7.3316000000000034,7.937369230769234,3724
C[C@H](NC(=O)[C@H](C)c1cccs1)c1sc(-c2ccccc2)nc1C(I)(I)I,7.267800000000004,7.8974296296296345,2609
CC(c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl)C(Br)(Br)I,7.251400000000004,7.864607547169815,3203
COc1cc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)ccc1OC(Br)(Br)Br,7.305120000000004,7.8639435294117686,1145
C[C@H](NC(=O)[C@H](C)c1cccs1)c1sc(-c2ccccc2)nc1C(Br)(Br)I,7.187600000000003,7.82396363636364,4991
C[C@H]1C(=O)N([C@@H](C)c2sc(-c3ccccc3)nc2C(Br)I)c2csc1c2,6.911400000000004,7.766663157894741,2126
Clc1ccc(-c2nnc(CSc3nc(C(Br)I)nc4sc5c(c34)CCC5)o2)cc1,7.0042000000000035,7.634969230769235,1671
Cc1ccnc(Cl)c1OCc1csc(-c2cccc(OC(Br)(Br)I)c2)n1,6.960820000000002,7.576891428571431,2427
CC(c1ccccc1NC(=O)[C@H](C)[S@](=O)Cc1ccc(Cl)cc1Cl)C(C)(Br)I,6.918900000000004,7.5392703703703745,3756
Cc1ccnc(Cl)c1OCc1csc(-c2cccc(OC(Br)(Br)Br)c2)n1,6.920720000000002,7.522571851851854,2515
Cc1ccc(OC(Br)(I)I)c2nc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)sc12,6.912820000000003,7.514382500000003,3733
Cc1ccc(OC(Br)(Br)Br)c2nc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)sc12,6.832620000000003,7.421329677419358,3022
CC(C)SC1=NSC2=NC(=O)/C(=C\c3ccc(-c4ccc(OC(Br)(I)I)cc4[N+](=O)[O-])o3)C(=N)N21,6.828070000000003,7.412485584415587,2479
CCc1ccc(C(Br)C(Br)(Br)Br)cc1[C@H](NC)C(F)(F)C(F)F,6.684400000000003,7.358818604651166,913
CN(CC[C@@H]1CCCCO1)C(=O)c1ccc2nc(-c3cccc(OC(Br)(Br)I)c3)oc2c1,6.740900000000004,7.333757142857147,4342
COC1(OC(I)(I)I)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)C1,6.6656000000000075,7.267872727272735,3358
C[C@H](NC(=O)[C@H](C)c1cccs1)c1sc(-c2ccccc2)nc1C(Br)Br,6.640900000000004,7.263541509433966,1852
Cc1ccccc1-n1c(C)nnc1SCC(=O)Nc1cc(Cl)ccc1C(Br)(I)I,6.643540000000002,7.253709491525426,2934
CC1(C)CC(=O)C2=C(C1)N(c1ccccc1)C(N)=C(C(=O)OCC(Br)(I)I)[C@@H]2c1cccs1,6.627300000000004,7.227300000000004,4011
Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccc(OC(Br)(Br)I)cc3)ncnc21,6.604320000000002,7.210877377049183,3238
COc1cc(Nc2nc3ccc(C)cc3s2)ccc1OC(Br)(I)I,6.611920000000002,7.209746086956524,3548
COC1(OC(Br)(Br)I)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)C1,6.585400000000007,7.196511111111118,1589
Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccc(OC(Br)(Br)Br)cc3)ncnc21,6.564220000000002,7.157440338983053,1273
O=C(Cc1nc(-c2cccc(Br)c2)cs1)Nc1ccc(C(Br)Br)cc1,6.542200000000003,7.155407547169814,3084
CC(C)n1ccc2c(NC(=O)Cc3nn(C(C)C(Br)(Br)I)c(=O)c4ccccc34)cccc21,6.552900000000005,7.146120338983056,3243
COc1cc([C@@H]2Oc3ccc(C)cc3C3=Nc4ncnn4[C@@H](c4cccs4)[C@@H]32)ccc1OC(Br)Br,6.582520000000004,7.141343529411769,4227
Cc1cc2c(cc1C(Br)(I)I)nc([C@@H](C)O)n2Cc1ccccc1Cl,6.474920000000004,7.094920000000004,3878
Cc1cc(C(Br)(Br)I)ccc1NC(=O)C1CCN(C(=O)c2ccccc2Cl)CC1,6.474420000000004,7.094790370370374,4735
Cc1sc(NC(=O)[C@H](C)Sc2nnc3cc(C)c4ccccc4n23)nc1C(I)(I)I,6.490440000000003,7.093614603174606,1263
Cn1cc(CNC[C@@H](OC(Br)(Br)I)c2cccs2)c(-c2cccc(Cl)c2)n1,6.485600000000003,7.092157377049183,3047
Cc1cc(OCCCOc2ccc(/C=C3\SC(=S)N(C)C3=O)cc2)ccc1C(Br)Br,6.4623200000000045,7.073431111111115,4198
Cc1ccc(COc2ccc([C@H]3C4=C(CC(C)(C)CC4=O)Nc4nnnn43)cc2OC(Br)(I)I)cc1,6.473620000000005,7.066477142857147,3646
Cc1ccccc1-n1c(C)nnc1SCC(=O)Nc1cc(Cl)ccc1C(Cl)(Br)I,6.447340000000002,7.0640066666666685,3778
CC(CCNC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(I)(I)I,6.472400000000004,7.063309090909095,2693
Cc1sc(NC(=O)[C@H](C)Sc2nnc3cc(C)c4ccccc4n23)nc1C(Br)(I)I,6.450340000000002,7.059715000000002,2886
Cc1ccc(OC(F)(Br)I)c2nc(NC(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3)sc12,6.447320000000002,7.0550123076923095,4757
Cn1cc(/C=C/C(=O)N2CC[C@@H](c3ccccc3OC(Br)(Br)I)C2)c2ccccc21,6.422500000000004,7.029057377049185,4145
CN(C(=O)COC(=O)c1oc2ccc(Br)cc2c1C(Br)(I)I)C1(C#N)CCCCC1,6.412180000000004,7.015354603174607,2682
Cc1cc2c(cc1C(Br)(Br)Br)nc([C@@H](C)O)n2Cc1ccccc1Cl,6.394720000000004,6.998886666666671,3262
CC(CCNC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(Br)(Br)I,6.392200000000004,6.99041428571429,4174
Cn1cc(/C=C/C(=O)N2CC[C@@H](c3ccccc3OC(Br)(Br)Br)C2)c2ccccc21,6.382400000000004,6.975620338983055,2309
Cc1ccc(COc2ccc([C@H]3C4=C(CC(C)(C)CC4=O)Nc4nnnn43)cc2OC(Br)(Br)Br)cc1,6.393420000000005,6.974302352941182,914
O=C1S[C@@H](Nc2cccc3ccccc23)C(=O)N1c1ccccc1C(Br)I,6.306300000000004,6.969761538461542,2940
Cc1noc(CC(Br)(I)I)c1NC(=O)C[C@H](C)c1ccc(Br)cc1,6.339020000000003,6.956667058823532,3453
O=C(Nc1nc(C(I)(I)I)c(Cc2ccc([N+](=O)[O-])cc2)s1)c1ccccc1,6.309700000000002,6.946063636363639,3431
C[C@@H]1CCc2c(ccc3c4c(ccc23)C(=O)[C@@H](C(I)(I)I)CC4)C1=O,6.3087000000000035,6.9410529411764745,1462
CN(C(=O)COC(=O)c1oc2ccc(Br)cc2c1C(Br)(Br)Br)C1(C#N)CCCCC1,6.331980000000003,6.9221439344262325,3076
COc1cc([C@@H](C)NC(=O)N(C)[C@H](C)c2ccccc2)ccc1OC(Br)(Br)Br,6.333600000000005,6.918706382978728,2910
CC(C)Oc1ccc([C@@H](C)NC(=O)c2cc3c(C(Br)(I)I)nn(C)c3s2)cc1,6.288200000000004,6.9175103448275905,2762
O=C1S[C@@H](Nc2cccc3ccccc23)C(=O)N1c1ccccc1C(Br)Br,6.266200000000003,6.9162000000000035,2885
C[C@@H]1CCc2c(ccc3c4c(ccc23)C(=O)[C@@H](C(Br)(I)I)CC4)C1=O,6.268600000000003,6.911457142857146,1772
CC[C@@](C[NH3+])(COC)[NH+]1CCC(C(Br)(I)C(Br)(Br)I)(C(Br)(I)C(I)(I)I)C1,6.188300000000004,6.907050000000004,4218
CC(C)Oc1ccc([C@@H](C)NC(=O)c2cc3c(C(Br)(Br)I)nn(C)c3s2)cc1,6.248100000000004,6.877410344827591,3412
C[C@@H]1CCc2c(ccc3c4c(ccc23)C(=O)[C@@H](C(Br)(Br)I)CC4)C1=O,6.228500000000004,6.871357142857147,2280
Cc1ccnc(Cl)c1OCc1csc(-c2cccc(OC(Br)I)c2)n1,6.238220000000002,6.8610270175438615,3494
Cc1ccnc(Cl)c1OCc1csc(-c2cccc(OC(Br)Br)c2)n1,6.198120000000002,6.807210909090911,1960
